YTD Value,Monthly Value,Period,Commodity,Comm Code
31859635838,13779902538,2018-03,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",88
121862935609,10462197662,2016-11,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",88
139098077245,13117561616,2018-12,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",88
131143849163,12911546141,2017-12,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",88
88494983286,11487665420,2018-08,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",88
29638844041,11891545425,2017-03,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",88
85486421718,11571766489,2015-08,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",88
118232303022,10900112245,2017-11,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",88
52493391197,10780316910,2015-05,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",88
125980515629,12582064588,2018-11,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",88
40448084744,10809240703,2017-04,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",88
9797376727,9797376727,2019-01,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",88
62205745776,10956641744,2017-06,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",88
85309032023,12016923190,2017-08,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",88
3894845832,402994340,2017-10,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
4646728439,368407346,2017-12,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
3840695327,386163169,2016-10,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
800792721,404924818,2016-02,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
4202787573,362092246,2016-11,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
4063566412,425693954,2018-10,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
1948146718,365421248,2016-05,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
2057500084,415362085,2018-05,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
3100760087,393125775,2017-08,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
2510513399,420164671,2015-06,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
722871062,362999903,2017-02,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
783968921,392250225,2018-02,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
3375734208,425373552,2015-08,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
1519580225,380150006,2017-04,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
395867903,395867903,2016-01,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
3637872458,386268896,2018-09,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
4581120250,378332677,2016-12,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
3491851492,391091405,2017-09,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
1678508984,419107869,2015-04,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
814853684,403546510,2015-02,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
391718696,391718696,2018-01,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
3251603562,412740763,2018-08,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
2343561073,395414355,2016-06,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
2090348728,411839744,2015-05,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
3772310521,396576313,2015-09,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
411307174,411307174,2015-01,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
1230430992,446462071,2018-03,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
2838862799,378477425,2018-07,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
1919971694,400391469,2017-05,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
2950360656,439847257,2015-07,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
2460385374,402885290,2018-06,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
3088296286,374513018,2016-08,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
1259401115,444547431,2015-03,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
1204661845,403869124,2016-03,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
4959028566,373825092,2015-12,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
4585203474,376607493,2015-11,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
397153802,397153802,2019-01,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
1582725470,378063625,2016-04,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
2713783268,370222195,2016-07,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
4813610563,350329771,2018-12,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
4278321093,383475261,2017-11,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
3454532158,366235872,2016-09,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
1642137999,411707007,2018-04,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
2707634312,393888566,2017-07,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
4463280792,399714380,2018-11,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
1139430219,416559157,2017-03,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
4208595981,436285460,2015-10,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
359871159,359871159,2017-01,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
2313745746,393774052,2017-06,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",82
59625540274,4467561365,2018-11,"NAT ETC PEARLS, PREC ETC STON",71
22202012197,3744239294,2016-05,"NAT ETC PEARLS, PREC ETC STON",71
30900674329,6568328689,2015-06,"NAT ETC PEARLS, PREC ETC STON",71
27641980332,5439968135,2016-06,"NAT ETC PEARLS, PREC ETC STON",71
31754539407,4112559075,2016-07,"NAT ETC PEARLS, PREC ETC STON",71
57780786388,5109671000,2016-12,"NAT ETC PEARLS, PREC ETC STON",71
20295131361,4371569824,2015-04,"NAT ETC PEARLS, PREC ETC STON",71
35477025203,3939288321,2017-07,"NAT ETC PEARLS, PREC ETC STON",71
47202198433,4722202776,2016-10,"NAT ETC PEARLS, PREC ETC STON",71
15741476021,5346010349,2017-03,"NAT ETC PEARLS, PREC ETC STON",71
55602477760,4826576498,2017-11,"NAT ETC PEARLS, PREC ETC STON",71
42479995657,5839649895,2016-09,"NAT ETC PEARLS, PREC ETC STON",71
4766222459,4766222459,2017-01,"NAT ETC PEARLS, PREC ETC STON",71
5274362987,5274362987,2018-01,"NAT ETC PEARLS, PREC ETC STON",71
13954929679,4831162186,2016-03,"NAT ETC PEARLS, PREC ETC STON",71
34001284189,6091193038,2018-06,"NAT ETC PEARLS, PREC ETC STON",71
49886076559,6272393569,2018-09,"NAT ETC PEARLS, PREC ETC STON",71
3816111622,3816111622,2016-01,"NAT ETC PEARLS, PREC ETC STON",71
45728707331,5748394422,2017-09,"NAT ETC PEARLS, PREC ETC STON",71
38628224616,4626940427,2018-07,"NAT ETC PEARLS, PREC ETC STON",71
58743796978,4283879795,2015-12,"NAT ETC PEARLS, PREC ETC STON",71
9123767493,5307655871,2016-02,"NAT ETC PEARLS, PREC ETC STON",71
23382966178,5207681685,2018-04,"NAT ETC PEARLS, PREC ETC STON",71
52671115388,5468916955,2016-11,"NAT ETC PEARLS, PREC ETC STON",71
50775901262,5047193931,2017-10,"NAT ETC PEARLS, PREC ETC STON",71
36640345762,4885806355,2016-08,"NAT ETC PEARLS, PREC ETC STON",71
43613682990,4985458374,2018-08,"NAT ETC PEARLS, PREC ETC STON",71
24724785586,4767835025,2017-05,"NAT ETC PEARLS, PREC ETC STON",71
4836451467,4836451467,2015-01,"NAT ETC PEARLS, PREC ETC STON",71
45684136607,5321031970,2015-09,"NAT ETC PEARLS, PREC ETC STON",71
10395465672,5629243213,2017-02,"NAT ETC PEARLS, PREC ETC STON",71
18175284493,6189276897,2018-03,"NAT ETC PEARLS, PREC ETC STON",71
19956950561,4215474540,2017-04,"NAT ETC PEARLS, PREC ETC STON",71
54459917183,4118409210,2015-11,"NAT ETC PEARLS, PREC ETC STON",71
15923561537,5538727247,2015-03,"NAT ETC PEARLS, PREC ETC STON",71
4856979168,4856979168,2019-01,"NAT ETC PEARLS, PREC ETC STON",71
40363104637,4529585579,2015-08,"NAT ETC PEARLS, PREC ETC STON",71
63794671309,4169131035,2018-12,"NAT ETC PEARLS, PREC ETC STON",71
50341507973,4657371366,2015-10,"NAT ETC PEARLS, PREC ETC STON",71
10384834290,5548382823,2015-02,"NAT ETC PEARLS, PREC ETC STON",71
24332345640,4037214279,2015-05,"NAT ETC PEARLS, PREC ETC STON",71
27910091151,4527124973,2018-05,"NAT ETC PEARLS, PREC ETC STON",71
31537736882,6812951296,2017-06,"NAT ETC PEARLS, PREC ETC STON",71
55157978909,5271902350,2018-10,"NAT ETC PEARLS, PREC ETC STON",71
60253337777,4650860017,2017-12,"NAT ETC PEARLS, PREC ETC STON",71
39980312909,4503287706,2017-08,"NAT ETC PEARLS, PREC ETC STON",71
18457772903,4502843224,2016-04,"NAT ETC PEARLS, PREC ETC STON",71
11986007596,6711644609,2018-02,"NAT ETC PEARLS, PREC ETC STON",71
35833519058,4932844729,2015-07,"NAT ETC PEARLS, PREC ETC STON",71
490450499,178392688,2018-03,SUGARS AND SUGAR CONFECTIONARY,17
1010116499,189556865,2015-06,SUGARS AND SUGAR CONFECTIONARY,17
820559634,161517986,2015-05,SUGARS AND SUGAR CONFECTIONARY,17
1019613633,172847801,2018-06,SUGARS AND SUGAR CONFECTIONARY,17
846765832,190380095,2018-05,SUGARS AND SUGAR CONFECTIONARY,17
659041648,180344477,2015-04,SUGARS AND SUGAR CONFECTIONARY,17
1183353780,163740147,2018-07,SUGARS AND SUGAR CONFECTIONARY,17
1367084195,183730415,2018-08,SUGARS AND SUGAR CONFECTIONARY,17
602647632,153169155,2016-04,SUGARS AND SUGAR CONFECTIONARY,17
449478477,169728207,2016-03,SUGARS AND SUGAR CONFECTIONARY,17
302815554,143161022,2015-02,SUGARS AND SUGAR CONFECTIONARY,17
1820427416,144466784,2015-11,SUGARS AND SUGAR CONFECTIONARY,17
1847785609,159655421,2017-11,SUGARS AND SUGAR CONFECTIONARY,17
1857886821,155585587,2018-11,SUGARS AND SUGAR CONFECTIONARY,17
1616876018,174515630,2016-10,SUGARS AND SUGAR CONFECTIONARY,17
1915744134,136947524,2016-12,SUGARS AND SUGAR CONFECTIONARY,17
948605302,175766492,2016-06,SUGARS AND SUGAR CONFECTIONARY,17
1442360388,170603589,2016-09,SUGARS AND SUGAR CONFECTIONARY,17
1151079640,175705266,2017-07,SUGARS AND SUGAR CONFECTIONARY,17
297476838,140378414,2017-02,SUGARS AND SUGAR CONFECTIONARY,17
1519659482,176485049,2015-09,SUGARS AND SUGAR CONFECTIONARY,17
279750270,142873362,2016-02,SUGARS AND SUGAR CONFECTIONARY,17
635387793,167118987,2017-04,SUGARS AND SUGAR CONFECTIONARY,17
1503367599,169514364,2017-09,SUGARS AND SUGAR CONFECTIONARY,17
1702301234,166774763,2018-10,SUGARS AND SUGAR CONFECTIONARY,17
157098424,157098424,2017-01,SUGARS AND SUGAR CONFECTIONARY,17
1103213700,154608398,2016-07,SUGARS AND SUGAR CONFECTIONARY,17
1778796610,161920592,2016-11,SUGARS AND SUGAR CONFECTIONARY,17
772838810,170191178,2016-05,SUGARS AND SUGAR CONFECTIONARY,17
478697171,175881617,2015-03,SUGARS AND SUGAR CONFECTIONARY,17
1688130188,184762589,2017-10,SUGARS AND SUGAR CONFECTIONARY,17
144653868,144653868,2019-01,SUGARS AND SUGAR CONFECTIONARY,17
1999219147,141332326,2018-12,SUGARS AND SUGAR CONFECTIONARY,17
1333853235,182773595,2017-08,SUGARS AND SUGAR CONFECTIONARY,17
656385737,165935238,2018-04,SUGARS AND SUGAR CONFECTIONARY,17
159654532,159654532,2015-01,SUGARS AND SUGAR CONFECTIONARY,17
1343174433,164884785,2015-08,SUGARS AND SUGAR CONFECTIONARY,17
1535526471,168442276,2018-09,SUGARS AND SUGAR CONFECTIONARY,17
1178289648,168173149,2015-07,SUGARS AND SUGAR CONFECTIONARY,17
468268806,170791968,2017-03,SUGARS AND SUGAR CONFECTIONARY,17
975374374,180240630,2017-06,SUGARS AND SUGAR CONFECTIONARY,17
136876908,136876908,2016-01,SUGARS AND SUGAR CONFECTIONARY,17
2021787810,174002201,2017-12,SUGARS AND SUGAR CONFECTIONARY,17
159482236,159482236,2018-01,SUGARS AND SUGAR CONFECTIONARY,17
1271756799,168543099,2016-08,SUGARS AND SUGAR CONFECTIONARY,17
1675960632,156301150,2015-10,SUGARS AND SUGAR CONFECTIONARY,17
312057811,152575575,2018-02,SUGARS AND SUGAR CONFECTIONARY,17
795133744,159745951,2017-05,SUGARS AND SUGAR CONFECTIONARY,17
1969469335,149041919,2015-12,SUGARS AND SUGAR CONFECTIONARY,17
1323250809,666850316,2017-02,MISCELLANEOUS EDIBLE PREPARATIONS,21
4264795532,719112194,2016-06,MISCELLANEOUS EDIBLE PREPARATIONS,21
3545683338,734180515,2016-05,MISCELLANEOUS EDIBLE PREPARATIONS,21
6112372857,670638128,2015-09,MISCELLANEOUS EDIBLE PREPARATIONS,21
6367744107,699281906,2017-09,MISCELLANEOUS EDIBLE PREPARATIONS,21
1309311528,665709306,2018-02,MISCELLANEOUS EDIBLE PREPARATIONS,21
8634536371,724860068,2016-12,MISCELLANEOUS EDIBLE PREPARATIONS,21
2651492036,703353790,2015-04,MISCELLANEOUS EDIBLE PREPARATIONS,21
8144684498,757351751,2018-11,MISCELLANEOUS EDIBLE PREPARATIONS,21
4387148535,773403739,2018-06,MISCELLANEOUS EDIBLE PREPARATIONS,21
7558457815,726312839,2015-11,MISCELLANEOUS EDIBLE PREPARATIONS,21
3370089135,718597099,2015-05,MISCELLANEOUS EDIBLE PREPARATIONS,21
4052599998,682510863,2015-06,MISCELLANEOUS EDIBLE PREPARATIONS,21
1948138246,718894341,2015-03,MISCELLANEOUS EDIBLE PREPARATIONS,21
2066815079,760183313,2016-03,MISCELLANEOUS EDIBLE PREPARATIONS,21
5878989350,762667138,2018-08,MISCELLANEOUS EDIBLE PREPARATIONS,21
620188901,620188901,2016-01,MISCELLANEOUS EDIBLE PREPARATIONS,21
611825581,611825581,2015-01,MISCELLANEOUS EDIBLE PREPARATIONS,21
1229243905,617418324,2015-02,MISCELLANEOUS EDIBLE PREPARATIONS,21
643602222,643602222,2018-01,MISCELLANEOUS EDIBLE PREPARATIONS,21
7810418749,711811958,2017-11,MISCELLANEOUS EDIBLE PREPARATIONS,21
8242835153,684377338,2015-12,MISCELLANEOUS EDIBLE PREPARATIONS,21
656400493,656400493,2017-01,MISCELLANEOUS EDIBLE PREPARATIONS,21
5668462201,719238813,2017-08,MISCELLANEOUS EDIBLE PREPARATIONS,21
2834458714,769156567,2018-04,MISCELLANEOUS EDIBLE PREPARATIONS,21
7387332747,785369405,2018-10,MISCELLANEOUS EDIBLE PREPARATIONS,21
3613744796,779286082,2018-05,MISCELLANEOUS EDIBLE PREPARATIONS,21
4252140451,723033562,2017-06,MISCELLANEOUS EDIBLE PREPARATIONS,21
7190796999,751469168,2016-10,MISCELLANEOUS EDIBLE PREPARATIONS,21
3529106889,738224547,2017-05,MISCELLANEOUS EDIBLE PREPARATIONS,21
1306631766,686442865,2016-02,MISCELLANEOUS EDIBLE PREPARATIONS,21
7098606791,730862684,2017-10,MISCELLANEOUS EDIBLE PREPARATIONS,21
4978566568,713771036,2016-07,MISCELLANEOUS EDIBLE PREPARATIONS,21
8895766985,751082487,2018-12,MISCELLANEOUS EDIBLE PREPARATIONS,21
732184346,732184346,2019-01,MISCELLANEOUS EDIBLE PREPARATIONS,21
5116322212,729173677,2018-07,MISCELLANEOUS EDIBLE PREPARATIONS,21
6832144976,719772119,2015-10,MISCELLANEOUS EDIBLE PREPARATIONS,21
6439327831,720936337,2016-09,MISCELLANEOUS EDIBLE PREPARATIONS,21
2065302147,755990619,2018-03,MISCELLANEOUS EDIBLE PREPARATIONS,21
6601963342,722973992,2018-09,MISCELLANEOUS EDIBLE PREPARATIONS,21
2074742974,751492165,2017-03,MISCELLANEOUS EDIBLE PREPARATIONS,21
8508742549,698323800,2017-12,MISCELLANEOUS EDIBLE PREPARATIONS,21
4742455463,689855465,2015-07,MISCELLANEOUS EDIBLE PREPARATIONS,21
5718391494,739824926,2016-08,MISCELLANEOUS EDIBLE PREPARATIONS,21
4949223388,697082937,2017-07,MISCELLANEOUS EDIBLE PREPARATIONS,21
2811502823,744687744,2016-04,MISCELLANEOUS EDIBLE PREPARATIONS,21
7909676303,718879304,2016-11,MISCELLANEOUS EDIBLE PREPARATIONS,21
5441734729,699279266,2015-08,MISCELLANEOUS EDIBLE PREPARATIONS,21
2790882342,716139368,2017-04,MISCELLANEOUS EDIBLE PREPARATIONS,21
3188862619,230460716,2017-12,RAILWAY OR TRAMWAY STOCK ETC,86
2596436531,283359575,2018-10,RAILWAY OR TRAMWAY STOCK ETC,86
1028705191,272506993,2017-04,RAILWAY OR TRAMWAY STOCK ETC,86
2994642475,409673589,2016-10,RAILWAY OR TRAMWAY STOCK ETC,86
934811209,244605161,2018-04,RAILWAY OR TRAMWAY STOCK ETC,86
1789313671,276691526,2016-06,RAILWAY OR TRAMWAY STOCK ETC,86
1512622145,343563003,2016-05,RAILWAY OR TRAMWAY STOCK ETC,86
3217011849,222369374,2016-11,RAILWAY OR TRAMWAY STOCK ETC,86
1941263379,460305731,2015-05,RAILWAY OR TRAMWAY STOCK ETC,86
3466506600,249494751,2016-12,RAILWAY OR TRAMWAY STOCK ETC,86
2482946796,253813387,2017-09,RAILWAY OR TRAMWAY STOCK ETC,86
1480957648,392796954,2015-04,RAILWAY OR TRAMWAY STOCK ETC,86
2045439258,292804655,2018-08,RAILWAY OR TRAMWAY STOCK ETC,86
437852414,206809925,2017-02,RAILWAY OR TRAMWAY STOCK ETC,86
2584968886,293344982,2016-09,RAILWAY OR TRAMWAY STOCK ETC,86
639069259,380149556,2015-02,RAILWAY OR TRAMWAY STOCK ETC,86
852340605,237669526,2016-03,RAILWAY OR TRAMWAY STOCK ETC,86
436292506,214966073,2018-02,RAILWAY OR TRAMWAY STOCK ETC,86
2278970158,337706779,2015-06,RAILWAY OR TRAMWAY STOCK ETC,86
